Player,Team,League,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",xA per 90,Key passes per 90,Passes to final third per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Aerial duels per 90,"Direct free kicks on target, %","Penalty conversion, %"
D. Jean-Jacques,Metz,Ligue 1,Midfielder,23,800000,2027-06-30,8,690,0,0.01,0,0.01,12.78,46.94,Haiti,Haiti,right,182,72,no,6.39,6.13,57.45,1.96,26.67,0.39,0.38,0.26,2.48,2.44,1.17,0,0,0,0,0,0,0,0,0,0,1,0.13,0,0,0,0.78,16.67,0.78,66.67,2.74,42.86,0.52,0.65,0.65,15.13,0.26,23.61,81.77,7.3,60.71,0,0,2.35,2.87,59.09,0,,0,,0,0,0,0,,,0.52,,0,0
G. Oristanio,Cagliari,Serie A,Midfielder,21,700000,,7,337,0,0.97,0,0.8,28.84,37.04,Italy,Italy,left,174,62,yes,4.01,6.94,34.62,2.67,20,0,0,0,1.6,1.88,2.14,1,0.27,0,0,0,0,0,0.26,0,0,7,1.87,28.57,0,0,1.87,57.14,5.61,52.38,14.69,38.18,2.4,2.4,2.4,10.42,1.07,17.09,82.81,3.74,78.57,0.21,0.27,1.34,2.4,100,0,,0,,0,0,0,0,,,0,,0,0
Y. Ramadani,Lecce,Serie A,Midfielder,27,650000,2025-05-31,8,772,0,0.78,0,0.13,15.04,51.94,Albania,"Albania, Kosovo",right,185,80,no,8.39,6.18,62.26,1.87,43.75,0.35,0.44,0.35,4.2,5.24,0.58,2,0.23,0,0,0,0,0,0.09,0,0,11,1.28,18.18,0,0,0.47,50,1.4,50,4.31,48.65,0.23,0.82,0.35,22.62,0.93,36.14,83.87,12.82,70.91,0.01,0,4.78,5.48,59.57,0,,0,,0,0,0,0,,,0.82,,0,0
M. Brescianini,Frosinone,Serie A,Midfielder,23,650000,2024-06-30,7,302,0,0.23,0,0.15,17.28,37.93,Italy,Italy,left,188,80,no,4.47,5.36,38.89,2.09,42.86,0,0,0,2.38,3.29,1.79,0,0,0,0,0,0,0,0.07,0,0,5,1.49,0,0,0,0.3,0,2.09,42.86,6.56,31.82,1.79,0.3,0.6,14.6,0.6,22.95,77.92,6.26,61.9,0.05,0,0.89,3.58,50,0,,0,,0,0,0,0,,,0.3,,0,0
R. Reitz,Borussia M'gladbach,Bundesliga,Midfielder,21,650000,2026-06-30,7,459,0,0.52,1,0.39,19.8,53.47,Germany,Germany,right,176,72,no,10.59,9.02,58.7,3.14,43.75,0.39,0.46,0.59,4.9,5.77,0.59,0,0,0,0,0,0,0,0.1,0,0,5,0.98,20,0,0.2,0.78,25,1.76,55.56,5.49,57.14,1.37,1.76,1.57,18.43,2.16,30.78,73.89,12.55,62.5,0.08,0.2,5.49,4.9,80,0,,0,,0,0,0,0,,,0.39,,0,0
F. Holland,Darmstadt 98,Bundesliga,Midfielder,33,600000,2025-06-30,7,654,0,0.36,1,0.67,14.17,54.37,Germany,Germany,left,172,74,no,8.53,6.74,61.22,1.24,44.44,0.28,0.32,0.69,4.13,4.86,1.51,2,0.28,0,0,0,0,0,0.05,0,0,3,0.41,33.33,0,0.14,1.1,25,1.1,75,3.03,50,0.69,0.55,0,29.45,0.69,41.42,84.72,14.04,73.53,0.09,0.28,7.71,6.74,75.51,0,,0,,0,0,0,0,,,1.51,,0,0
C. Benavidez,Deportivo Alavés,La Liga,Midfielder,25,500000,2024-06-30,7,347,0,0.01,0,0,25.16,51.55,Uruguay,"Uruguay, Italy",right,180,77,no,12.97,10.63,56.1,7.78,46.67,1.56,2.17,0.78,5.45,7.59,2.59,1,0.26,0,0,0,0,0,0,0,0,2,0.52,0,0,0,0.52,100,0.52,100,1.3,60,0.26,0,0,11.93,1.04,29.05,64.29,12.97,40,0,0,4.67,6.48,48,0,,0,,0,0,0,0,,,0.26,,0,0
H. Rafia,Lecce,Serie A,Midfielder,24,500000,2025-06-30,8,490,1,0.52,0,0.21,22.22,44.63,Tunisia,"Tunisia, France",right,181,75,no,8.08,7.16,53.85,2.02,63.64,0.55,0.68,0.18,3.67,4.55,2.39,3,0.55,0,0,0.18,1,0.18,0.1,0,0,6,1.1,16.67,16.667,0,2.57,14.29,3.67,60,8.63,46.81,1.47,0.55,0.37,25.9,1.84,34.71,74.07,10.84,69.49,0.04,0.18,4.78,4.22,60.87,0,,0,,0,0,0,0,,,0.18,,0,0
T. Kempe,Darmstadt 98,Bundesliga,Midfielder,34,500000,2025-06-30,6,319,2,1.75,1,1.02,14.11,52,Germany,Germany,right,184,77,no,4.8,5.64,70,2.26,37.5,0,0,0,0.85,1.13,0.85,0,0,0,0,0.56,0,0,0.49,0,0,5,1.41,40,40,0.28,1.41,40,1.69,83.33,5.08,38.89,1.41,0.85,0.56,20.6,0.85,29.62,80,6.77,62.5,0.29,1.13,3.39,3.95,71.43,0,,0,,0,0,0,0,,,0.28,,0,100
C. Groß,Werder Bremen,Bundesliga,Midfielder,34,500000,2024-06-30,7,409,0,0.03,1,0.07,20.68,46.81,Germany,Germany,right,182,75,no,11.22,7.48,58.82,5.28,41.67,0.66,1,0.66,6.16,9.33,1.32,0,0,0,0,0,0,0,0.01,0,0,1,0.22,0,0,0.22,1.1,20,0.22,100,2.42,18.18,0.22,1.32,0.44,25.97,0.22,44.67,83.74,14.96,76.47,0.02,0.22,6.6,7.26,75.76,0,,0,,0,0,0,0,,,0.22,,0,0
A. Losilla,Bochum,Bundesliga,Midfielder,37,500000,2024-06-30,7,598,1,0.57,0,0.08,15.59,53.41,France,France,right,185,80,no,8.86,5.31,63.33,5.14,51.72,1.42,1.7,0,4.07,4.89,1.24,1,0.15,0,0,0.15,1,0.18,0.1,0,0,2,0.35,50,50,0,0.53,66.67,0.71,50,1.59,44.44,1.42,0.35,0,13.82,0.53,25.16,84.51,7.44,76.19,0.01,0.18,3.19,2.83,68.75,0,,0,,0,0,0,0,,,0.35,,0,0
N. Theuerkauf,Heidenheim,Bundesliga,Midfielder,36,300000,2024-06-30,5,403,0,0.07,1,0.14,11.61,59.62,Germany,Germany,left,183,80,no,10.27,6.7,70,1.79,50,0,0,0.22,5.58,5.91,0.67,1,0.22,0,0,0,0,0,0.02,0,0,3,0.67,0,0,0.22,0.89,25,0.22,0,1.34,50,0.67,0.22,0.22,14.29,0.89,25.24,76.11,9.16,65.85,0.03,0.22,2.46,5.36,58.33,0,,0,,0,0,0,0,,,0.45,,0,0
Iker Muñoz,Osasuna,La Liga,Midfielder,20,250000,2027-06-30,7,483,1,0.54,0,0,18.82,55.45,Spain,Spain,right,180,69,no,10.43,8.2,68.18,4.66,48,0.75,0.93,0.19,4.1,5.12,1.86,2,0.37,0,0,0.19,1,0.19,0.1,0,0,4,0.75,25,25,0,0.19,100,0.93,60,3.73,40,1.12,0.56,0.19,23.11,1.68,36.34,76.92,12.48,56.72,0,0,6.71,6.34,64.71,0,,0,,0,0,0,0,,,0.75,,0,0
Javi Guerra,Valencia,La Liga,Midfielder,20,50000,2027-06-30,9,762,3,1.14,2,0.58,19.96,40.83,Spain,Spain,right,187,70,no,6.5,4.84,58.54,2.36,15,0.12,0.15,0.24,3.54,4.57,0.83,1,0.12,0,0,0.35,3,0.35,0.13,0,0,12,1.42,66.67,25,0.24,0.94,25,3.54,46.67,9.92,40.48,1.18,2.13,0.83,19.61,1.42,29.06,73.98,8.27,57.14,0.07,0.35,4.25,3.43,65.52,0,,0,,0,0,0,0,,,0.12,,0,0
Pablo Barrios,Atlético Madrid,La Liga,Midfielder,20,0,2028-06-30,4,335,0,0.01,0,0.05,20.42,56.58,Spain,Spain,right,181,75,no,10.48,8.33,74.19,1.07,100,0.54,0.74,0,3.76,5.19,1.88,2,0.54,0,0,0,0,0,0,0,0,1,0.27,0,0,0,1.07,0,4.03,60,8.6,43.75,0.54,1.61,0.81,29.28,1.61,43.52,82.1,12.9,72.92,0.01,0,7.79,6.18,65.22,0,,0,,0,0,0,0,,,0,,0,0
I. Sulemana,Cagliari,Serie A,Midfielder,20,0,,6,462,0,0.28,0,0.01,15.39,43.04,Ghana,Ghana,right,180,78,no,7.4,5.65,51.72,1.56,12.5,0.78,0.78,0.19,3.7,3.7,0.58,2,0.39,0,0,0,0,0,0.06,0,0,4,0.78,25,0,0,0.58,33.33,1.75,55.56,4.68,33.33,0.58,0.39,0.39,17.73,0.97,30,83.77,6.62,64.71,0,0,3.31,3.7,52.63,0,,0,,0,0,0,0,,,0.97,,0,0
D. Doué,Rennes,Ligue 1,Midfielder,18,0,,8,303,1,0.53,0,0.18,33.86,36.84,France,"France, Côte d'Ivoire",right,181,79,no,7.43,7.13,45.83,1.19,0,0.89,1.29,0,3.27,4.71,2.97,0,0,0,0,0.3,1,0.3,0.16,0,0,8,2.38,25,12.5,0,0.59,0,8.61,37.93,21.68,39.73,1.78,2.67,0.59,24.95,4.16,31.49,85.85,7.43,88,0.05,0.3,2.67,3.86,92.31,0,,0,,0,0,0,0,,,0,,0,0
W. Zaire-Emery,PSG,Ligue 1,Midfielder,17,0,,8,696,0,0.45,2,0.32,21.85,53.85,France,"France, Martinique",right,178,67,no,8.92,7.76,65,1.81,7.14,0.39,0.71,0.26,3.49,6.38,1.03,2,0.26,0,0,0,0,0,0.06,0,0,5,0.65,0,0,0.26,0.65,20,2.33,72.22,9.31,52.78,1.42,1.16,1.29,51.34,1.03,65.3,92.48,11.38,82.95,0.04,0.39,6.08,4.53,71.43,0,,0,,0,0,0,0,,,0.26,,0,0
E. Anderson,Newcastle United,Premier League,Midfielder,20,0,,8,462,0,0.65,0,0.67,23.96,44.72,England,"England, Scotland",right,179,63,no,7.4,5.06,61.54,2.34,41.67,0.97,1.43,0.39,3.31,4.86,0.97,0,0,0,0,0,0,0,0.13,0,0,8,1.56,37.5,0,0,1.56,50,3.9,55,11.3,39.66,3.51,2.73,0.97,22.99,1.36,31.75,83.44,8.96,76.09,0.13,0.39,3.31,4.48,60.87,0,,0,,0,0,0,0,,,0,,0,0
F. Chaïbi,Eintracht Frankfurt,Bundesliga,Midfielder,20,0,,4,302,0,0.16,0,0.21,17.58,28.81,France,"France, Algeria",right,183,79,no,5.07,2.38,75,5.07,11.76,0,0,0,3.28,4.4,0.89,0,0,0,0,0,0,0,0.05,0,0,3,0.89,66.67,0,0,2.98,20,2.68,33.33,8.34,28.57,3.58,2.68,0.6,25.93,0.6,34.27,72.17,9.83,72.73,0.06,0.3,5.36,6.26,76.19,0,,0,,0,0,0,0,,,0,,0,0
H. Larsson,Eintracht Frankfurt,Bundesliga,Midfielder,19,0,,5,469,1,0.3,0,0.11,10.55,43.64,Sweden,Sweden,right,187,70,no,7.29,5.37,64.29,0.77,25,0,0,0.19,3.84,4.84,0.77,0,0,0,0,0.19,1,0.19,0.06,0,0,4,0.77,50,25,0,0.58,66.67,1.54,37.5,3.26,17.65,0.58,1.15,0,33.01,0,46.63,88.07,13.62,73.24,0.02,0.38,4.41,6.33,57.58,0,,0,,0,0,0,0,,,0.58,,0,0
L. Camara,Metz,Ligue 1,Midfielder,20,0,,8,603,0,0.26,0,0.91,22.69,44.08,Senegal,Senegal,right,173,65,no,8.96,8.21,58.18,1.04,28.57,0.9,0.85,0,3.28,3.13,1.64,0,0,0,0,0,0,0,0.04,0,0,6,0.9,16.67,0,0,1.34,22.22,3.28,40.91,9.7,35.38,0.3,1.19,0.45,20.75,2.09,31.64,77.83,8.51,63.16,0.14,0,5.37,4.93,63.64,0,,0,,0,0,0,0,,,0.6,,0,0
Gavi,Barcelona,La Liga,Midfielder,19,0,2024-06-30,9,779,1,0.9,1,1.01,26.92,49.79,Spain,Spain,right,173,70,no,12.02,10.05,60.92,4.97,34.88,0.92,1.95,0.35,4.97,10.49,2.89,3,0.35,0,0,0.12,1,0.12,0.1,1,0.12,6,0.69,50,16.667,0.12,0.92,12.5,2.43,61.9,7.51,50.77,2.08,3.93,0.58,40.32,1.62,49.79,92.81,9.47,87.8,0.12,0.23,4.85,3.93,82.35,0,,0,,0,0,0,0,,,0.46,,0,0
K. Mbappé,PSG,Ligue 1,Winger,24,180000000,2025-06-30,7,568,7,5.12,0,0.97,18.7,38.14,France,"France, Cameroon",right,178,73,no,1.11,1.58,30,0,0,0,0,0,0.63,1.07,1.11,1,0.16,0,0,1.11,5,0.79,0.81,0,0,30,4.75,43.33,23.333,0,1.11,42.86,8.71,50.91,14.58,40.22,8.08,4.28,0.79,33.27,1.43,34.23,88.89,4.75,73.33,0.15,1.9,2.22,2.69,76.47,0,,0,,0,0,0,0,,,0,,0,100
J. Bellingham,Real Madrid,La Liga,Winger,20,120000000,2025-06-30,8,745,8,5.34,2,1.2,20.78,48.26,England,"England, Republic of Ireland",right,186,75,no,5.92,4.59,55.26,2.3,21.05,0.72,1.11,0.36,2.66,4.07,0.97,1,0.12,0,0,0.97,8,0.97,0.64,2,0.24,22,2.66,68.18,36.364,0.24,1.57,15.38,4.59,60.53,11.11,51.09,4.83,1.45,0.6,40.35,2.54,46.75,88.89,12.44,84.47,0.15,0.97,5.44,4.23,88.57,0,,0,,0,0,0,0,,,0,,0,0
B. Saka,Arsenal,Premier League,Winger,22,110000000,2027-06-30,7,685,4,4.01,2,1.44,21.81,52.41,England,"England, Nigeria",left,178,65,no,6.57,6.44,61.22,1.84,21.43,0.13,0.21,0,2.5,4.07,1.18,1,0.13,0,0,0.53,2,0.26,0.53,1,0.13,18,2.36,44.44,22.222,0.26,2.5,42.11,6.31,64.58,11.3,55.81,6.18,5.26,0.79,32.45,1.84,39.68,84.77,5.78,56.82,0.19,0.39,1.45,4.6,71.43,0,,0,,0,0,0,0,,,0,,0,100
P. Foden,Manchester City,Premier League,Winger,23,110000000,2027-06-30,8,671,1,0.68,2,1.45,18.78,49.29,England,England,left,171,69,no,4.43,4.02,66.67,1.21,44.44,0,0,0,1.74,2.71,0.67,0,0,0,0,0.13,1,0.13,0.09,0,0,14,1.88,35.71,7.143,0.27,1.21,33.33,5.23,43.59,11,42.68,3.62,1.88,1.21,32.19,1.74,39.3,88.4,6.57,77.55,0.19,0.54,1.34,3.49,69.23,0,,0,,0,0,0,0,,,0.13,,0,0
F. Wirtz,Bayer Leverkusen,Bundesliga,Winger,20,85000000,2027-06-30,7,577,1,1.23,2,2.55,20.28,33.08,Germany,Germany,right,177,71,no,3.43,4.84,48.39,0.78,40,0,0,0,1.09,1.57,0.62,1,0.16,0,0,0.16,1,0.16,0.19,0,0,14,2.18,57.14,7.143,0.31,0.62,25,4.68,43.33,12.48,30,4.06,2.34,2.5,47.26,0.47,55.53,82.87,15.91,75.49,0.4,1.56,4.37,9.2,86.44,0,,0,,0,0,0,0,,,0.16,,0,0
K. Kvaratskhelia,Napoli,Serie A,Winger,22,85000000,2027-06-30,7,515,1,3.24,3,1.08,22.89,48.85,Georgia,Georgia,right,183,70,no,6.47,4.37,60,0.87,40,0.35,0.5,0.17,3.5,4.96,0.87,2,0.35,0,0,0.17,1,0.17,0.57,0,0,28,4.89,21.43,3.571,0.52,2.97,29.41,10.66,47.54,15.55,47.19,7.86,5.94,1.75,35.13,2.45,39.67,82.82,7.51,72.09,0.19,1.4,2.1,6.29,80.56,0,,0,,0,0,0,0,,,0,,0,0
Rafael Leão,Milan,Serie A,Winger,24,80000000,2028-06-30,8,615,3,1.42,3,1.23,19.76,45.19,Portugal,"Portugal, Angola",right,188,81,no,3.07,2.49,58.82,1.46,40,0,0,0,1.61,2.31,0.88,1,0.15,0,0,0.44,3,0.44,0.21,0,0,12,1.76,50,25,0.44,4.1,35.71,8.93,49.18,14.05,45.83,5.27,3.8,1.17,22.39,1.9,25.02,76.61,4.68,68.75,0.18,0.88,1.76,3.51,87.5,0,,0,,0,0,0,0,,,0,,0,0
Bernardo Silva,Manchester City,Premier League,Winger,29,80000000,2026-06-30,5,421,1,0.39,1,0.9,10.48,46.94,Portugal,Portugal,left,173,64,no,4.92,4.7,59.09,0.43,50,0.21,0.36,0.43,1.92,3.21,0.64,2,0.43,0,0,0.21,1,0.21,0.08,0,0,1,0.21,100,100,0.21,1.92,55.56,1.71,50,4.49,38.1,1.5,2.99,1.28,50.24,0.64,58.15,91.18,11.12,82.69,0.19,1.07,3.63,4.92,91.3,0,,0,,0,0,0,0,,,1.07,,0,0
Gabriel Jesus,Arsenal,Premier League,Winger,26,75000000,2027-06-30,6,349,1,0.92,0,0.16,33.52,44.62,Brazil,Brazil,right,175,73,no,9.54,7.48,62.07,3.09,41.67,0,0,0,4.9,7.13,2.84,2,0.52,0,0,0.26,1,0.26,0.24,0,0,5,1.29,40,20,0,1.81,0,5.93,78.26,17.02,46.97,5.42,3.09,1.81,20.11,2.32,30.17,71.79,4.9,52.63,0.04,0.26,1.81,3.09,66.67,0,,0,,0,0,0,0,,,0,,0,0
Bruno Fernandes,Manchester United,Premier League,Winger,29,75000000,2026-06-30,8,816,2,2.51,1,3.78,15.77,51.75,Portugal,Portugal,right,179,69,no,7.39,6.84,54.84,0.99,55.56,0.44,0.56,0,3.2,4.05,0.88,3,0.33,0,0,0.22,1,0.11,0.28,0,0,26,2.87,42.31,7.692,0.11,3.75,35.29,1.65,66.67,4.3,53.85,2.65,0.77,0.33,38.6,0.77,50.63,77.34,17.32,71.97,0.42,1.21,7.17,10.59,79.17,0,,0,,0,0,0,0,,,0.22,,50,100
L. Díaz,Liverpool,Premier League,Winger,26,75000000,2027-06-30,8,598,2,2.34,0,0.71,20.77,38.41,Colombia,Colombia,right,180,73,no,3.91,6.02,37.5,1.66,27.27,0.6,0.81,0,1.05,1.42,2.26,0,0,0,0,0.3,2,0.3,0.35,0,0,17,2.56,23.53,11.765,0,0.75,20,3.01,65,9.03,46.67,4.36,3.31,1.51,23.48,1.66,29.2,81.44,6.62,63.64,0.11,0.75,1.81,3.61,66.67,0,,0,,0,0,0,0,,,0.15,,0,0
Gabriel Martinelli,Arsenal,Premier League,Winger,22,70000000,2027-06-30,6,433,1,1.28,1,0.53,18.5,43.82,Brazil,"Brazil, Italy",right,178,75,no,2.29,2.7,38.46,3.12,33.33,0,0,0,1.25,2.17,0.83,0,0,0,0,0.21,1,0.21,0.27,0,0,12,2.49,41.67,8.333,0.21,4.16,35,6.86,63.64,11.22,46.3,7.07,3.53,1.04,28.48,0.83,32.84,87.34,3.95,78.95,0.11,0.21,1.25,3.12,93.33,0,,0,,0,0,0,0,,,0.21,,0,0
Antony,Manchester United,Premier League,Winger,23,70000000,2027-06-30,5,357,0,0.92,0,1,17.9,43.66,Brazil,Brazil,left,174,63,no,6.81,5.29,47.62,1.01,0,0.5,0.71,0.25,3.78,5.29,1.01,1,0.25,0,0,0,0,0,0.23,0,0,11,2.77,18.18,0,0,1.76,28.57,5.29,52.38,9.58,42.11,3.03,3.78,1.01,27.73,2.27,36.55,77.24,7.31,62.07,0.25,1.51,2.02,6.55,76.92,0,,0,,0,0,0,0,,,0,,0,0
L. Sané,Bayern München,Bundesliga,Winger,27,70000000,2025-06-30,7,674,6,2.96,0,1.47,20.43,45.1,Germany,"Germany, France",left,183,80,no,2.8,2.67,60,0.13,0,0,0,0,1.2,1.96,0.8,0,0,0,0,0.8,6,0.8,0.4,0,0,23,3.07,52.17,26.087,0,1.87,28.57,9.21,55.07,15.76,44.07,6.81,6.01,2.67,29.24,0.93,38.72,81.03,8.01,65,0.2,0.93,2,4.54,79.41,0,,0,,0,0,0,0,,,0.53,,0,0
Mohamed Salah,Liverpool,Premier League,Winger,31,70000000,2025-06-30,8,751,5,5.22,4,3.3,16.78,34.29,Egypt,Egypt,left,175,71,no,3.36,3.95,63.64,0.84,14.29,0,0,0.12,0.84,1.12,0.48,1,0.12,0,0,0.6,3,0.36,0.63,0,0,26,3.12,42.31,19.231,0.48,1.92,37.5,4.07,35.29,9.11,26.32,4.79,2.64,0.36,23.25,1.08,26.01,79.26,5.99,66,0.4,1.32,2.76,4.67,82.05,0,,0,,0,0,0,0,,,0.24,,0,66.667
K. Coman,Bayern München,Bundesliga,Winger,27,65000000,2027-06-30,6,464,2,1.49,1,2.01,22.31,49.57,France,"France, Guadeloupe",right,181,75,no,3.49,2.13,63.64,0.97,20,0,0,0.19,2.13,3.63,0.78,1,0.19,0,0,0.39,2,0.39,0.29,0,0,14,2.72,28.57,14.286,0.19,4.66,37.5,9.5,63.27,16.49,52.94,7.95,5.43,1.55,32.2,1.75,44.22,82.89,6.01,87.1,0.39,1.16,1.36,6.79,85.71,0,,0,,0,0,0,0,,,0.39,,0,0
O. Dembélé,PSG,Ligue 1,Winger,26,60000000,2024-06-30,7,521,0,1.99,1,1.73,20.21,45.3,France,"France, Mauritania",both,178,67,no,3.8,2.25,61.54,0.69,25,0.17,0.29,0,2.25,3.71,0.52,0,0,0,0,0,0,0,0.34,0,0,14,2.42,21.43,0,0.17,3.8,50,10.54,52.46,15.72,45.05,3.8,8.81,3.11,45.95,1.9,54.93,81.45,12.78,68.92,0.3,2.59,5.01,8.12,89.36,0,,0,,0,0,0,0,,,0.17,,0,0
R. Sterling,Chelsea,Premier League,Winger,28,60000000,2027-06-30,8,718,3,2.45,1,1.95,20.31,42.59,Jamaica,"Jamaica, England",right,172,69,no,3.26,3.13,52,0.75,16.67,0.25,0.43,0,1.38,2.39,0.63,2,0.25,0,0,0.38,3,0.38,0.31,0,0,16,2.01,37.5,18.75,0.13,3.76,23.33,6.52,67.31,13.66,43.12,7.14,4.89,2.63,25.07,2.01,30.33,77.69,6.14,75.51,0.24,1.13,1.75,3.01,87.5,0,,0,,0,0,0,0,,,0,,0,0
J. Maddison,Tottenham Hotspur,Premier League,Winger,26,55000000,2024-06-30,8,746,2,1.72,4,3.36,16.89,50,England,England,right,175,73,no,3.62,4.1,58.82,0.48,0,0.24,0.43,0.12,0.97,1.7,0.84,2,0.24,0,0,0.24,2,0.24,0.21,0,0,22,2.65,45.45,9.091,0.48,2.41,25,4.34,63.89,10.01,50.6,3.62,2.53,0.72,40.66,2.77,46.21,83.55,13.51,71.43,0.41,0.84,6.88,7.12,93.22,0,,0,,0,0,0,0,,,0.48,,0,0
D. Kulusevski,Tottenham Hotspur,Premier League,Winger,23,55000000,2024-06-30,8,807,2,1.47,0,1.78,21.97,43.15,Sweden,"Sweden, North Macedonia",left,186,75,no,5.24,5.35,58.33,0.56,0,0.33,0.58,0,1.78,3.08,0.89,1,0.11,0,0,0.22,2,0.22,0.16,0,0,17,1.9,35.29,11.765,0,2.68,45.83,6.69,63.33,12.71,41.23,6.47,3.68,1.34,25.65,0.67,33.68,81.46,5.13,69.57,0.2,1.23,1.45,5.13,78.26,0,,0,,0,0,0,0,,,0,,0,0
J. Álvarez,Manchester City,Premier League,Winger,23,50000000,2028-06-30,8,734,3,3.07,2,1.64,12.14,46.46,Argentina,Argentina,right,170,70,no,4.41,4.78,56.41,0.86,14.29,0,0,0,1.72,2.94,0.98,2,0.25,0,0,0.37,3,0.37,0.38,0,0,22,2.7,45.45,13.636,0.25,2.21,27.78,1.59,84.62,4.29,57.14,3.43,1.72,0.61,25.87,0.61,32,81.61,6.13,76,0.2,0.74,1.72,3.8,70.97,0,,0,,0,0,0,0,,,0.86,,60,0
João Félix,Barcelona,La Liga,Winger,23,50000000,2024-06-30,6,443,1,2.06,2,1.38,18.49,43.96,Portugal,Portugal,right,181,70,yes,5.69,4.67,65.22,1.22,50,1.22,2.73,0,1.42,3.18,0.2,0,0,0,0,0.2,1,0.2,0.42,0,0,15,3.05,40,6.667,0.41,1.83,33.33,5.08,36,10.97,35.19,3.66,3.86,0.81,30.27,2.23,33.52,83.64,7.72,81.58,0.28,0.81,3.25,3.45,94.12,0,,0,,0,0,0,0,,,0,,0,0
Lucas Paquetà,West Ham United,Premier League,Winger,26,45000000,2027-06-30,8,767,1,1.42,1,1.09,28.16,47.92,Brazil,"Brazil, Portugal",left,180,72,no,9.62,9.39,67.5,3.75,50,0.12,0.12,0,3.17,3.18,1.76,4,0.47,0,0,0.12,0,0,0.17,0,0,7,0.82,28.57,14.286,0.12,1.17,60,2.23,52.63,11.38,35.05,1.76,0.94,0.47,29.57,2.11,43.18,79.89,17.48,73.15,0.13,1.06,6.57,7.86,71.64,0,,0,,0,0,0,0,,,0.12,,0,100
Matheus Nunes,Manchester City,Premier League,Winger,25,45000000,2027-06-30,6,411,0,0.21,1,0.34,21.02,48.96,Brazil,"Brazil, Portugal",right,183,78,no,7.23,5.47,68,1.53,57.14,0.66,0.91,0.22,2.85,3.94,0.44,1,0.22,1,0.22,0,0,0,0.05,0,0,1,0.22,0,0,0.22,0.88,75,3.28,40,10.29,38.3,2.19,1.75,1.75,40.07,1.97,46.86,89.72,11.17,82.35,0.07,0.44,4.16,3.72,64.71,0,,0,,0,0,0,0,,,0.22,,0,0
A. Gordon,Newcastle United,Premier League,Winger,22,40000000,2025-06-30,7,610,2,1.28,2,1.23,22.72,53.9,England,England,right,183,72,no,4.87,6.93,44.68,1.48,50,0.15,0.2,0,1.62,2.19,1.18,5,0.74,0,0,0.3,2,0.3,0.19,0,0,15,2.21,46.67,13.333,0.3,1.77,33.33,5.75,69.23,10.18,62.32,3.69,4.72,1.92,21.25,2.51,26.11,84.18,4.43,76.67,0.18,0.74,2.07,3.39,82.61,0,,0,,0,0,0,0,,,0.3,,0,0
J. Brandt,Borussia Dortmund,Bundesliga,Winger,27,40000000,2026-06-30,7,596,2,1.14,3,3.11,15.55,36.89,Germany,Germany,right,185,83,no,4.38,3.02,65,2.57,17.65,0,0,0.15,2.42,4.1,0.3,0,0,0,0,0.3,2,0.3,0.17,0,0,12,1.81,41.67,16.667,0.45,3.02,40,3.78,64,8.61,35.09,2.87,1.36,0.91,24.31,0.3,33.22,84.09,6.64,84.09,0.47,0.91,1.96,4.08,81.48,0,,0,,0,0,0,0,,,0,,0,0
J. Bowen,West Ham United,Premier League,Winger,26,38000000,2030-06-30,8,797,5,2.95,0,0.8,19.42,45.35,England,"England, Wales",left,175,70,no,5.31,4.07,63.89,3.61,37.5,0.45,0.45,0,2.26,2.27,0.34,1,0.11,0,0,0.56,5,0.56,0.33,2,0.23,19,2.15,52.63,26.316,0,1.58,7.14,3.27,51.72,9.37,38.55,3.95,1.58,0.45,12.08,1.02,18.18,75.78,3.61,81.25,0.09,0.11,1.36,1.47,84.62,0,,0,,0,0,0,0,,,0,,0,0
Yéremy Pino,Villarreal,La Liga,Winger,20,38000000,2027-06-30,6,464,0,1.34,0,0.34,32.39,38.32,Spain,Spain,right,172,63,no,11.06,11.83,59.02,4.07,33.33,1.16,1.65,0,2.91,4.13,4.07,3,0.58,0,0,0,0,0,0.26,0,0,8,1.55,37.5,0,0,1.55,37.5,3.3,41.18,10.09,26.92,3.1,1.36,0.19,20.95,1.55,28.32,82.19,6.21,71.88,0.07,0.58,1.36,2.91,73.33,0,,0,,0,0,0,0,,,0.39,,0,0
